theta_deg,phi_deg,gain_dBi
28,265,3.105684
28,270,3.105684
28,275,3.105684
28,280,3.105684
28,285,3.105684
28,290,3.105684
28,295,3.105684
28,300,3.105684
28,305,3.105684
28,310,3.105684
28,315,3.105684
28,320,3.105684
28,325,3.105684
28,330,3.105684
28,335,3.105684
28,340,3.105684
28,345,3.105684
28,350,3.105684
28,355,3.105684
28,360,3.105684
30,0,1.256739
30,5,1.256739
30,10,1.256739
30,15,1.256739
30,20,1.256739
30,25,1.256739
30,30,1.256739
30,35,1.256739
30,40,1.256739
30,45,1.256739
30,50,1.256739
30,55,1.256739
30,60,1.256739
30,65,1.256739
30,70,1.256739
30,75,1.256739
30,80,1.256739
30,85,1.256739
30,90,1.256739
30,95,1.256739
30,100,1.256739
30,105,1.256739
30,110,1.256739
30,115,1.256739
30,120,1.256739
30,125,1.256739
30,130,1.256739
30,135,1.256739
30,140,1.256739
30,145,1.256739
30,150,1.256739
30,155,1.256739
30,160,1.256739
30,165,1.256739
30,170,1.256739
30,175,1.256739
30,180,1.256739
30,185,1.256739
30,190,1.256739
30,195,1.256739
30,200,1.256739
30,205,1.256739
30,210,1.256739
30,215,1.256739
30,220,1.256739
30,225,1.256739
30,230,1.256739
30,235,1.256739
30,240,1.256739
30,245,1.256739
30,250,1.256739
30,255,1.256739
30,260,1.256739
30,265,1.256739
30,270,1.256739
30,275,1.256739
30,280,1.256739
30,285,1.256739
30,290,1.256739
30,295,1.256739
30,300,1.256739
30,305,1.256739
30,310,1.256739
30,315,1.256739
30,320,1.256739
30,325,1.256739
30,330,1.256739
30,335,1.256739
30,340,1.256739
30,345,1.256739
30,350,1.256739
30,355,1.256739
30,360,1.256739
32,0,-0.747494
32,5,-0.747494
32,10,-0.747494
32,15,-0.747494
32,20,-0.747494
32,25,-0.747494
32,30,-0.747494
32,35,-0.747494
32,40,-0.747494
32,45,-0.747494
32,50,-0.747494
32,55,-0.747494
32,60,-0.747494
32,65,-0.747494
32,70,-0.747494
32,75,-0.747494
32,80,-0.747494
32,85,-0.747494
32,90,-0.747494
32,95,-0.747494
32,100,-0.747494
32,105,-0.747494
32,110,-0.747494
32,115,-0.747494
32,120,-0.747494
32,125,-0.747494
32,130,-0.747494
32,135,-0.747494
32,140,-0.747494
32,145,-0.747494
32,150,-0.747494
32,155,-0.747494
32,160,-0.747494
32,165,-0.747494
32,170,-0.747494
32,175,-0.747494
32,180,-0.747494
32,185,-0.747494
32,190,-0.747494
32,195,-0.747494
32,200,-0.747494
32,205,-0.747494
32,210,-0.747494
32,215,-0.747494
32,220,-0.747494
32,225,-0.747494
32,230,-0.747494
32,235,-0.747494
32,240,-0.747494
32,245,-0.747494
32,250,-0.747494
32,255,-0.747494
32,260,-0.747494
32,265,-0.747494
32,270,-0.747494
32,275,-0.747494
32,280,-0.747494
32,285,-0.747494
32,290,-0.747494
32,295,-0.747494
32,300,-0.747494
32,305,-0.747494
32,310,-0.747494
32,315,-0.747494
32,320,-0.747494
32,325,-0.747494
32,330,-0.747494
32,335,-0.747494
32,340,-0.747494
32,345,-0.747494
32,350,-0.747494
32,355,-0.747494
32,360,-0.747494
34,0,-2.913673
34,5,-2.913673
34,10,-2.913673
34,15,-2.913673
34,20,-2.913673
34,25,-2.913673
34,30,-2.913673
34,35,-2.913673
34,40,-2.913673
34,45,-2.913673
34,50,-2.913673
34,55,-2.913673
34,60,-2.913673
34,65,-2.913673
34,70,-2.913673
34,75,-2.913673
34,80,-2.913673
34,85,-2.913673
34,90,-2.913673
34,95,-2.913673
34,100,-2.913673
34,105,-2.913673
34,110,-2.913673
34,115,-2.913673
34,120,-2.913673
34,125,-2.913673
34,130,-2.913673
34,135,-2.913673
34,140,-2.913673
34,145,-2.913673
34,150,-2.913673
34,155,-2.913673
34,160,-2.913673
34,165,-2.913673
34,170,-2.913673
34,175,-2.913673
34,180,-2.913673
34,185,-2.913673
34,190,-2.913673
34,195,-2.913673
34,200,-2.913673
34,205,-2.913673
