id,x(m),y(m),z(m),frequency(Hz),radiationPatternId,polarization3DModelId
1,4,11.2,1,3000000000,-1,-1
2,4,11.4,1,3000000000,-1,-1
3,4,11.6,1,3000000000,-1,-1
4,4,11.8,1,3000000000,-1,-1
5,4,12.0,1,3000000000,-1,-1
6,4,12.2,1,3000000000,-1,-1
7,4,12.4,1,3000000000,-1,-1
8,4,12.6,1,3000000000,-1,-1
9,4,12.8,1,3000000000,-1,-1
